age,annual_income,customer_satisfaction,purchase_frequency,customer_loyalty
36,54775,9,29,10
39,109268,10,7,7
39,47477,7,10,8
60,104941,5,9,2
31,93200,10,16,9
57,114511,6,26,10
26,89096,9,25,1
23,40047,4,17,9
35,116707,6,22,8
52,88565,8,7,6
60,61675,6,1,5
39,46536,4,20,4
52,37589,10,16,8
29,105951,4,15,8
60,119167,6,4,1
53,101582,10,19,2
33,117307,8,12,8
48,110480,9,9,4
29,50932,2,8,9
57,35791,3,28,7
45,80972,1,23,8
27,117872,2,9,4
23,43849,6,19,7
31,117878,4,25,8
46,70487,5,16,2
42,94721,2,19,4
23,104182,7,6,5
25,79200,8,11,9
21,63105,6,7,3
39,80386,3,3,4
49,116592,7,21,1
45,41178,9,7,6
38,74341,5,26,1
18,31348,6,4,2
53,109586,10,23,2
39,21737,7,9,10
53,61012,3,9,4
40,18289,3,2,7
54,86656,10,14,6
59,83426,1,27,7
58,119389,8,10,9
30,101111,5,19,8
24,18287,3,27,5
56,22410,3,24,7
35,61432,3,21,6
43,76069,9,20,10
37,61764,5,25,4
39,41289,5,19,1
25,103201,3,23,9
51,109811,7,22,3
31,46550,2,2,6
60,69582,7,5,2
42,108613,6,26,1
41,113383,4,10,5
32,40565,4,25,3
64,81974,10,20,6
27,35430,7,10,4
63,95696,2,16,5
61,43992,7,6,5
26,36774,9,10,3
59,51269,1,29,3
53,78026,10,13,10
20,51689,2,3,1
35,21735,7,15,6
20,44760,3,24,7
18,27206,7,2,4
55,91106,2,12,7
35,106870,2,7,10
64,49531,3,5,2
22,85763,8,12,2
56,75175,9,29,9
35,77267,9,22,5
50,91643,2,6,9
61,98506,2,2,4
49,25471,9,11,6
49,65572,9,25,5
38,43817,8,25,2
58,111870,4,17,5
25,78407,5,22,1
63,85452,6,25,2
65,106164,7,19,1
63,36978,9,7,2
28,26132,4,29,4
28,85875,4,14,1
52,51903,1,5,7
23,107694,2,14,4
52,49681,9,25,9
61,24169,1,10,3
33,25308,8,29,8
38,113466,3,24,9
65,50156,3,6,4
33,65138,5,30,7
48,66333,6,10,10
34,56057,6,5,2
41,81614,3,30,5
21,16358,1,26,1
62,51578,7,23,1
42,60675,1,1,4
46,90486,8,5,6
43,60488,3,27,7
22,102626,10,10,4
38,77695,4,26,4
20,60242,7,28,4
52,104490,7,3,8
35,102984,3,9,6
34,119927,10,15,3
33,27041,5,23,1
43,55082,1,2,5
35,111804,8,20,9
64,37084,2,2,4
24,107396,8,6,6
42,85040,6,11,5
46,48255,7,10,4
56,25270,5,2,2
51,85929,10,7,4
30,60015,7,10,1
60,77562,9,13,8
65,64962,3,18,4
30,20780,6,18,9
42,76509,5,28,2
45,79205,7,27,4
57,72571,1,19,4
43,38985,1,18,3
44,17583,7,10,5
18,61954,8,20,10
23,65870,10,10,9
63,85121,3,12,9
43,16806,4,3,3
23,114713,9,19,8
27,82078,2,21,3
39,104952,9,25,5
19,95836,9,7,2
65,62767,10,30,1
27,55848,9,26,8
25,53955,9,10,5
58,45985,9,13,3
33,33877,2,19,8
46,35553,10,30,10
32,52361,8,1,3
41,18903,8,19,5
55,41385,10,10,8
34,78644,7,15,3
32,40752,8,9,9
44,52881,3,20,3
35,23648,7,26,8
64,33879,3,7,8
41,53309,7,28,2
44,21578,6,3,5
24,59324,9,30,5
18,92186,9,27,4
31,76139,9,27,4
63,54752,4,23,4
30,103981,4,16,5
18,26845,6,18,4
32,119051,4,20,4
19,114612,10,30,4
24,66111,3,22,4
24,39124,6,13,9
61,53326,8,13,3
50,89726,2,1,8
58,22924,3,13,5
55,62105,8,12,8
20,83112,3,27,2
49,74065,5,7,2
52,49493,5,23,5
36,20159,2,25,4
23,89300,5,1,9
25,84609,5,15,9
49,96011,9,4,5
21,40925,5,12,2
33,79509,9,26,7
60,109798,5,15,9
34,69249,10,10,6
24,68024,1,12,9
23,94000,3,18,5
32,110248,1,6,9
42,56954,8,11,2
40,75402,3,21,10
58,34062,5,13,10
33,65366,7,14,10
38,45868,5,1,8
29,109347,7,26,4
48,38731,9,19,7
52,103118,2,6,5
31,72702,9,9,8
43,90402,9,27,2
29,118974,4,6,9
55,27160,2,10,9
22,74565,9,24,10
34,105807,5,10,5
46,102873,8,7,5
65,64436,9,16,3
40,101591,9,28,1
45,56451,5,4,1
37,102598,8,4,10
25,98326,1,14,2
55,94079,2,17,2
26,81285,9,18,8
54,50864,7,13,6
22,27658,6,21,6
63,93909,7,30,1
33,98992,2,17,4
29,74085,8,14,2
40,44076,5,7,9
60,40461,8,1,2
31,26144,8,27,2
65,74933,1,27,9
43,115253,10,26,8
43,89399,8,14,10
26,71977,9,30,6
36,31715,1,17,5
28,80974,6,4,4
47,81536,7,6,9
27,105968,7,4,6
62,61308,9,16,1
32,88904,2,15,5
47,39311,9,6,1
46,102133,9,15,6
31,54621,5,3,3
49,34018,9,18,9
24,26214,6,22,7
24,66264,5,11,10
49,82441,9,28,8
31,67340,9,29,6
58,98675,7,1,9
19,93792,2,6,4
58,74989,9,7,8
62,51685,5,2,6
41,28408,1,27,6
62,68651,7,11,1
19,108770,9,23,3
43,100157,9,5,9
31,44629,1,13,9
61,83567,10,15,5
24,94889,4,3,2
62,98918,1,25,2
43,76198,5,20,7
45,76377,2,18,4
20,32915,6,9,2
60,47079,3,8,10
64,22059,8,15,1
42,16026,1,20,8
54,16097,4,15,3
55,22324,7,1,1
60,28761,3,15,5
43,90297,9,30,10
53,66221,9,5,6
60,119403,5,27,4
35,73595,5,28,5
55,114810,6,29,6
26,34211,1,22,5
38,44149,2,5,7
49,75533,8,12,2
33,70193,2,20,7
18,84694,3,29,7
44,42938,10,19,5
46,27529,10,9,4
41,43717,9,10,8
23,73608,10,8,7
36,72621,8,26,1
43,117317,9,26,4
62,89451,6,7,4
18,73951,6,7,1
52,67861,3,7,1
59,81125,1,25,6
57,57307,5,24,1
33,91379,3,9,9
54,58080,7,1,3
57,94756,9,19,7
34,70463,3,8,8
38,75233,2,10,5
33,118197,1,11,3
59,62434,10,14,7
58,48056,9,9,4
34,40122,10,11,10
41,23923,9,23,8
22,101425,6,26,1
41,73725,9,11,8
45,63054,5,15,9
28,31715,7,2,1
37,34620,3,18,6
53,24720,3,16,6
62,101808,4,9,10
39,59332,5,22,8
34,43727,9,1,5
31,118407,2,10,10
35,64192,5,23,1
24,71113,9,28,10
50,38361,8,21,4
36,44031,3,16,9
43,117417,9,19,4
56,115263,10,27,10
20,47986,4,2,8
23,83768,10,25,2
47,49776,2,3,7
60,68703,5,15,3
57,50141,7,2,1
21,68556,1,27,3
64,49500,5,22,1
25,63249,1,11,4
38,56070,6,29,1
54,64545,2,13,6
65,28480,5,1,4
23,105158,9,16,4
43,17163,3,19,6
38,22858,9,9,1
30,58085,3,10,8
62,98779,10,2,3
20,65273,2,22,1
18,107099,2,19,9
54,42458,3,11,6
33,20208,6,5,5
61,19341,10,24,4
61,52757,4,11,7
61,106010,1,29,9
20,105873,8,22,5
64,38713,4,22,7
44,46549,7,8,10
44,80556,3,7,4
45,19500,2,14,3
46,93047,5,29,4
39,17569,3,24,4
22,16837,10,16,2
29,34604,2,25,8
35,35337,9,30,9
56,68262,8,8,7
22,36797,3,16,2
33,88917,9,24,4
25,109187,4,20,1
52,50574,1,5,10
62,95396,3,6,4
31,68495,7,7,10
23,61202,8,23,3
26,108581,4,12,1
41,86259,2,3,6
21,24814,2,17,7
60,69048,7,6,3
55,42369,6,15,8
58,105808,10,19,2
20,43786,5,13,9
58,39143,5,14,9
26,50374,4,10,10
33,26120,8,30,4
53,41039,6,4,10
51,53791,10,30,8
25,64073,5,11,7
41,18594,10,12,6
55,46603,8,20,5
39,44216,6,2,8
29,85347,9,8,10
53,113078,9,28,6
53,109972,5,8,10
56,83039,7,21,6
62,97467,1,22,5
43,73026,1,1,1
36,105179,8,22,2
34,43747,5,8,9
21,116044,6,21,3
50,98768,1,1,7
21,99614,7,29,4
43,36619,10,10,6
53,112251,1,21,9
34,69874,1,29,1
65,72812,7,17,7
48,52814,8,6,7
41,31539,9,12,1
53,23131,8,19,4
48,76906,5,15,7
39,36140,8,7,10
64,70387,4,23,10
24,94922,3,29,10
30,50846,7,7,4
45,108557,5,21,6
27,30393,6,8,4
49,94947,4,11,7
59,58230,1,27,6
19,25167,7,20,9
54,52371,7,20,6
27,90695,9,8,1
39,67720,10,6,1
60,77432,8,26,4
62,70929,6,3,2
25,96379,7,2,9
30,72690,2,16,7
51,69852,7,6,1
35,27340,10,6,1
19,79028,2,30,4
52,108646,6,13,9
18,89918,8,14,8
63,37655,9,25,8
27,17055,6,4,4
32,16325,4,9,1
49,49720,2,4,8
52,94810,6,5,9
34,21490,7,23,7
57,90068,2,11,9
30,32561,7,5,8
56,74219,9,23,9
27,22607,6,20,3
56,99147,3,4,7
60,99012,3,19,4
25,62776,2,14,2
19,39942,4,7,8
29,91306,8,29,2
35,26613,2,5,10
20,96280,9,21,5
54,78897,3,8,8
58,19346,2,27,4
25,74263,3,11,2
49,56337,10,26,6
55,71956,6,18,4
50,77241,1,9,10
52,56643,3,19,3
55,37228,9,4,5
50,46756,5,12,2
40,84663,5,26,9
43,98133,8,2,6
60,111834,6,17,8
49,103583,2,22,4
43,118146,1,5,2
31,118747,4,7,4
38,89804,10,8,3
44,37236,9,18,6
38,110572,5,11,2
56,58111,4,19,3
44,98516,8,20,5
63,94176,9,7,10
45,98843,9,8,2
52,112248,10,25,9
47,90133,6,21,7
36,85121,5,10,7
19,61188,7,10,2
53,27100,2,25,1
28,57308,3,26,9
47,94902,7,18,10
27,25549,1,29,9
51,93816,8,30,5
39,72649,10,29,5
19,21650,10,6,8
51,78569,3,14,4
36,34482,5,19,6
21,89146,4,9,1
50,56689,9,30,2
48,89925,8,13,10
58,27594,10,25,5
28,88062,7,21,6
48,106532,6,18,9
29,44800,5,5,4
23,73956,3,16,1
32,73360,2,14,3
59,17962,9,10,10
22,48680,1,14,3
40,55038,9,1,2
65,71414,1,18,2
30,92918,9,23,9
33,99823,10,7,5
32,78775,5,18,2
47,71493,5,22,7
31,16304,1,29,6
31,53049,4,27,1
55,34824,9,10,6
29,109990,10,4,3
18,70647,8,21,2
47,58284,9,10,2
32,34861,8,1,5
18,47677,8,25,9
65,55142,1,4,1
64,32656,5,20,5
45,20638,5,29,6
22,60940,7,21,3
63,37307,2,20,8
24,106077,1,15,1
25,101226,9,19,6
58,115496,9,17,7
42,99466,8,17,8
19,29278,8,15,10
39,32609,4,18,5
56,37292,5,2,1
20,21079,9,24,1
51,61877,8,9,4
27,117848,2,13,4
21,106230,6,18,7
43,93940,4,27,1
65,97035,1,20,6
62,99166,6,10,10
60,104179,10,7,8
48,102955,3,23,3
60,21924,6,21,2
46,36104,5,27,5
51,23512,5,4,5
59,62710,2,14,10
25,65902,3,11,2
27,92494,2,6,7
51,95187,3,23,5
47,86907,8,6,2
24,24920,8,5,5
23,84977,8,10,2
37,85607,5,9,4
53,26035,5,26,8
35,115167,2,27,8
30,58907,6,28,10
20,53829,7,29,5
51,101588,10,19,8
18,103937,7,17,1
23,66915,9,16,1
21,27174,5,28,4
57,118665,2,13,6
21,23097,3,8,10
31,110100,6,29,4
44,84402,8,4,1
60,33584,3,8,2
64,92356,1,8,2
38,115220,2,6,7
28,24697,4,25,7
38,57944,3,24,10
24,85684,4,3,6
62,115707,7,28,6
30,118777,6,20,9
41,38477,6,5,4
40,74841,4,1,10
60,64770,2,20,3
47,117419,9,15,10
25,116822,6,29,3
34,119402,7,1,3
34,103826,8,19,2
20,39834,9,16,9
54,116244,4,12,1
54,89497,4,8,8
19,45191,8,12,5
33,107856,10,14,9
59,87955,4,13,7
23,88838,9,15,10
64,52408,9,28,5
29,35359,9,29,3
29,42433,9,13,7
37,104158,6,1,3
38,36700,2,11,9
34,69009,2,10,7
40,37182,3,9,8
57,65843,2,29,5
43,93149,3,22,5
40,81757,10,13,2
62,55702,2,26,3
23,79589,4,20,5
64,94600,7,19,7
24,113861,2,14,9
35,92690,2,25,2
56,40410,8,6,10
43,111188,8,14,5
21,57201,1,19,6
41,37009,5,30,4
65,105679,10,6,3
21,74691,7,26,5
57,92632,4,11,1
60,39290,4,9,3
59,25571,3,10,1
42,40493,4,26,2
34,96327,6,26,2
52,59194,6,17,1
44,103437,7,10,8
28,30682,2,11,5
31,100391,10,14,7
20,18264,9,8,5
55,104877,2,12,10
62,115560,10,15,2
54,68341,5,7,4
40,69282,5,3,8
62,114240,10,11,1
32,40045,5,14,9
39,16482,9,21,6
56,61000,2,23,1
27,90023,10,3,6
65,50124,9,5,10
64,77228,2,1,10
48,25071,9,20,8
25,52718,10,2,9
56,54356,6,26,5
22,49716,9,27,8
32,41508,10,26,4
34,22666,10,29,7
42,31119,3,11,10
60,23594,5,23,6
65,58484,10,27,1
49,100040,6,9,7
64,42565,8,11,8
58,62908,8,13,9
48,102617,2,17,7
65,100302,6,9,3
30,58912,10,2,1
38,41541,3,6,6
54,42249,10,14,9
57,90873,3,9,6
32,53847,10,1,7
32,20665,2,17,3
44,62797,8,21,4
34,30770,2,20,4
55,70647,8,14,7
57,89334,8,30,8
22,30656,8,29,3
57,78383,5,10,3
58,112957,2,19,8
33,75386,6,6,2
54,114118,6,20,3
60,105663,3,17,7
48,75766,1,6,8
64,118640,4,15,2
36,85136,5,1,9
59,101671,1,1,4
51,108251,2,29,6
35,82303,9,23,7
38,106686,8,8,7
65,35803,3,23,8
40,72716,7,2,5
61,57367,10,30,3
35,53612,7,20,7
64,24350,7,18,2
61,92256,4,26,10
57,62774,8,13,10
20,24435,2,29,9
36,105384,6,15,10
54,51483,4,8,8
28,78707,1,11,3
39,34324,5,26,9
31,48797,2,6,4
39,114274,7,1,7
60,71565,8,12,7
34,33296,6,24,2
41,17821,7,22,7
63,96214,2,21,2
59,87457,6,12,10
22,30153,4,3,3
64,32190,7,10,1
56,92484,4,30,8
21,63394,5,29,6
42,86813,5,30,10
19,74237,4,15,4
28,29232,5,29,4
26,117268,1,11,10
18,89449,9,5,1
38,79003,8,5,1
52,112945,9,29,6
36,67322,1,26,8
22,108886,1,22,6
46,60302,9,28,9
41,52196,6,7,6
41,96859,6,18,8
22,32770,10,12,7
50,62213,7,22,7
62,75664,2,18,5
46,73791,7,13,9
33,48311,3,17,1
34,63942,8,24,9
46,18596,10,13,10
59,39602,7,6,7
64,86892,2,17,3
36,95401,8,3,8
56,26759,7,11,6
37,22800,7,28,10
45,116251,6,4,4
42,27715,7,12,6
46,49048,3,28,4
43,104868,2,24,2
29,62754,5,8,1
34,47533,10,6,10
34,113379,10,1,1
47,84039,9,15,1
19,83831,3,8,8
60,29637,3,1,10
21,29770,6,22,3
65,105177,3,11,4
59,40403,10,13,9
50,63102,1,15,8
38,26198,10,6,3
39,50558,1,16,7
62,50303,4,22,2
54,100192,4,15,1
55,58507,9,15,7
31,47084,5,20,9
18,40347,10,5,1
34,92790,2,3,9
55,62355,9,14,7
48,66841,4,5,10
37,17157,2,17,3
52,73532,10,5,10
37,95884,8,25,2
53,107900,5,18,5
40,67258,2,30,7
50,116789,9,9,1
22,65408,5,19,6
65,23957,4,11,6
31,49199,5,9,7
38,80543,10,25,7
62,59336,4,15,6
20,113556,2,13,2
47,63436,1,11,4
63,109446,10,27,4
57,108704,1,29,10
36,89448,6,22,8
29,64252,10,17,4
41,52043,4,21,1
57,32434,5,28,2
36,15688,5,14,4
34,55624,7,18,2
58,30888,8,4,3
21,92145,2,3,1
21,41875,8,6,6
18,102513,5,27,1
57,92803,5,5,6
47,87204,9,16,4
48,88231,2,14,4
50,72097,2,7,6
61,26984,3,2,3
33,17081,7,18,7
27,23436,1,2,7
23,70513,8,22,3
18,85530,3,23,9
28,79119,9,24,1
18,102504,5,17,5
53,96606,9,8,7
64,36793,5,11,2
38,118954,8,21,1
32,56710,1,3,1
51,45300,1,8,2
33,98463,2,14,3
18,55114,2,30,9
30,15011,7,15,5
18,92140,7,20,1
23,57312,2,1,4
23,81918,7,23,9
37,110999,6,11,2
62,52500,1,11,4
55,115134,5,30,5
51,42848,7,9,10
63,20305,1,16,7
64,39356,6,4,4
34,102132,7,24,7
51,31676,5,27,5
48,58618,1,20,7
52,68243,8,21,4
26,87000,8,17,2
59,86532,4,14,5
39,56835,5,19,5
60,70082,3,6,3
21,113395,2,24,1
23,70998,8,29,10
22,114080,8,5,1
39,80957,3,28,8
23,57197,5,11,3
57,35871,2,24,8
62,80588,10,17,5
53,112215,5,16,3
58,28760,1,4,5
48,67468,10,14,9
27,32130,3,1,2
23,24549,3,9,4
23,54194,2,4,2
22,55624,9,25,4
18,117133,9,17,8
61,65815,3,20,1
22,51314,1,24,6
22,32200,4,28,8
51,38186,1,10,2
24,107325,2,16,10
27,112295,7,2,4
40,17878,2,26,7
55,73721,6,24,1
55,73373,7,30,6
21,32145,5,18,8
43,19102,6,13,6
25,105266,1,3,4
58,42257,1,19,3
65,52449,9,10,7
37,92521,5,9,5
54,94472,5,5,2
57,86358,5,27,6
35,32087,4,15,2
32,26901,10,4,5
62,104821,4,21,4
19,18538,5,27,4
18,31325,6,11,7
23,90944,8,15,4
64,32329,2,11,3
33,78697,2,23,8
36,59213,3,26,7
40,76261,1,3,3
42,96268,8,23,8
40,86214,1,10,4
43,21318,6,10,8
31,39800,10,27,8
62,38173,7,19,8
53,29781,10,8,6
62,45444,1,13,9
31,94871,9,23,8
51,79596,3,6,1
27,102644,8,6,4
50,45304,3,12,7
21,47764,3,8,7
45,108148,10,6,4
52,102793,9,10,1
29,82938,10,4,6
43,108960,8,16,8
56,68706,6,25,10
42,59517,7,21,8
60,15880,2,28,7
39,49101,5,23,10
64,100385,3,14,2
61,78260,8,12,5
31,68616,10,7,9
54,45987,9,1,6
33,69580,9,3,2
23,91127,10,7,7
61,78247,10,11,1
50,30750,6,26,4
55,94686,8,25,10
18,80205,10,5,7
58,31789,6,10,5
29,40110,9,2,7
37,40800,8,7,3
65,41435,9,18,7
45,110577,10,27,1
37,28303,7,6,8
36,101980,4,15,5
64,16340,8,12,7
45,36126,8,26,7
23,50432,4,15,2
41,47773,7,27,6
32,28201,6,15,2
20,72932,9,9,9
45,72007,10,7,3
51,67994,6,21,7
33,30656,9,24,10
53,113949,2,29,5
44,73546,1,3,3
20,49352,7,28,3
43,105715,2,6,7
40,100071,6,13,2
48,64402,3,20,5
55,94968,1,10,10
39,31895,2,29,8
41,16109,10,1,5
39,29629,8,29,10
43,100203,9,27,9
30,41164,4,14,8
57,43230,9,24,8
27,93211,7,5,2
54,44961,8,16,7
39,48895,5,30,3
22,31279,9,11,2
42,16496,2,26,3
43,29561,4,13,4
52,103167,2,22,6
51,53784,2,21,3
60,48935,5,21,9
63,109561,1,3,4
42,96240,1,3,8
60,74426,4,1,1
20,107332,1,5,8
37,87025,8,15,8
65,69007,10,13,2
23,19897,4,5,8
33,66044,3,13,2
21,54545,2,30,9
27,99032,3,9,7
58,100878,4,15,6
45,63392,5,16,5
18,87301,6,26,3
20,108427,5,10,6
57,98896,5,12,5
32,70033,2,1,9
50,39397,4,3,5
41,92357,6,22,4
63,26909,3,9,5
46,84198,2,29,2
39,78472,3,7,1
39,97215,4,20,2
43,19849,3,1,5
24,77676,10,9,5
53,117199,1,28,10
50,95957,7,30,8
39,114623,10,10,5
32,114603,10,24,9
23,53495,4,11,7
34,33313,3,26,2
47,28295,2,16,6
47,88053,8,9,2
21,85622,7,14,8
51,108681,7,2,10
23,57010,1,10,7
65,114037,6,22,10
56,111031,8,13,8
45,92990,6,24,7
57,31866,1,4,2
52,18680,3,11,10
44,57075,9,28,1
32,49854,6,23,2
29,82089,9,19,4
57,97990,4,3,7
32,117220,9,8,1
51,20551,4,12,1
18,49400,1,15,5
30,29265,10,3,3
57,108818,8,7,9
29,17074,10,14,5
65,112632,2,10,5
39,109512,1,29,2
50,36443,8,13,4
64,26736,8,24,6
23,86507,7,9,10
54,28650,7,11,1
46,72915,6,27,7
26,68608,9,25,1
58,98516,10,15,8
52,93545,7,21,10
33,37095,7,1,10
41,47606,5,7,9
57,62430,9,25,1
65,66364,4,30,1
53,22531,9,10,3
21,94735,9,7,8
61,100427,9,17,2
24,40972,2,9,1
39,97609,4,26,5
54,65811,3,25,9
41,67612,3,14,8
37,44323,10,16,10
28,31830,2,22,7
23,19564,6,5,5
55,108597,5,29,2
23,29325,5,12,5
57,33309,6,23,9
46,73328,7,11,8
61,63518,1,5,2
26,27827,6,19,3
25,99391,8,20,10
64,42675,6,4,5
45,105683,5,8,8
50,28964,3,21,5
37,96592,1,29,6
54,86026,10,15,7
45,102256,1,20,10
31,106701,6,8,6
52,94859,5,15,1
59,111424,8,9,2
34,75276,9,17,7
61,79598,9,15,4
37,27209,3,28,9
32,95581,4,26,7
39,29634,8,12,7
46,59283,1,8,7
60,65885,1,14,6
42,22437,5,18,6
20,107719,8,10,1
32,28202,3,10,5
43,30099,2,2,10
28,65530,9,25,3
18,19024,3,22,3
33,99890,10,22,4
37,118516,5,4,9
51,51142,4,23,3
41,109151,10,13,5
45,26615,1,1,4
28,117558,7,9,8
43,49265,7,26,9
55,66781,7,17,6
18,95921,7,10,10
56,79651,6,16,4
22,28445,1,19,9
23,57289,7,8,7
27,30150,1,26,5
32,19288,6,1,5
46,76763,9,26,2
20,88211,2,24,2
26,77538,7,17,4
62,47065,9,24,10
34,97082,3,26,1
48,98385,4,30,6
27,70182,10,23,7
56,27699,4,26,8
46,68965,7,23,4
43,94335,4,13,7
43,91214,8,9,5
27,101432,5,9,7
20,60421,8,24,7
54,62569,6,19,10
54,34360,2,13,8
49,64097,6,18,1
50,64436,10,28,1
37,113569,1,7,3
27,76247,8,23,3
20,18774,5,5,6
19,38558,9,28,8
33,97399,10,29,10
23,66740,1,21,8
25,65508,1,3,10
26,102574,10,14,5
54,35150,9,5,7
59,50126,9,14,6
53,117116,1,8,4
36,106069,7,2,9
27,68645,2,3,1
22,55409,7,6,4
22,106093,4,29,7
49,93298,1,2,1
32,40669,4,6,7
60,52005,4,13,8
64,104580,6,18,4
39,86105,10,11,9
49,22819,3,23,1
54,77140,2,15,7
24,103699,1,17,3
39,71648,9,17,6
48,109243,3,11,8
62,76013,1,8,2
28,44842,3,4,7
35,51858,8,13,10
29,34027,8,28,2
24,118001,10,24,10
51,76040,4,7,2
38,34688,2,22,4
37,77755,1,19,9
29,77564,9,30,2
20,52676,5,13,5
40,35243,2,4,8
60,48650,2,30,4
26,112429,8,29,5
59,49720,2,19,4
61,22100,9,18,2
56,81632,6,21,3
43,80094,9,12,3
65,33308,3,21,10
41,16416,10,17,8
62,116723,9,14,8
55,116337,5,18,8
57,88167,4,7,9
44,15533,1,25,8
25,24629,7,21,6
48,65314,5,25,3
23,47055,8,22,10
42,45555,9,13,10
45,79884,3,27,9
24,119507,9,19,6
30,58819,5,10,2
20,115454,7,1,2
50,46559,6,27,6
61,20348,1,1,5
31,27208,1,12,5
38,90950,3,5,1
21,88585,1,24,3
41,80380,3,24,5
37,95273,9,21,5
34,105054,2,2,1
44,92089,9,8,7
54,86737,9,23,9
60,117484,10,29,1
34,114785,1,20,10
63,42014,7,4,5
60,29283,7,2,9
43,43897,2,10,8
32,24757,5,18,8
54,75771,10,20,2
62,76888,2,14,5
26,119733,1,4,5
55,111495,1,16,9
35,79556,8,4,3
25,85544,6,26,8
37,96311,6,15,3
46,70482,6,13,1
18,74667,9,6,3
62,16071,4,15,4
60,37081,8,12,3
24,89253,6,16,5
60,38664,6,1,6
40,77679,5,12,10
23,42842,2,3,1
33,76269,4,5,1
45,51548,4,15,10
24,119751,5,15,7
30,91905,7,2,10
49,96772,6,5,6
31,75837,3,26,6
32,114528,9,3,7
43,64275,3,27,9
60,101191,3,11,6
40,114061,1,6,1
30,61607,10,30,2
24,110684,9,9,5
47,76922,6,30,3
26,15934,5,21,2
22,28914,1,17,3
47,46311,9,12,8
63,38754,9,3,8
44,101455,3,17,8
64,81249,4,4,8
25,74465,4,3,5
37,62398,2,2,9
24,24414,1,25,3
24,117889,2,28,6
36,35463,7,22,10
52,78345,3,3,4
40,67921,9,8,9
43,23127,10,24,4
25,66533,8,16,9
18,78009,10,13,6
34,65937,3,28,4
34,59430,5,29,10
21,60416,10,12,10
24,34936,4,23,1
20,54387,8,23,7
31,87099,8,13,6
59,62232,1,24,6
62,99567,1,25,5
36,88287,7,23,9
46,45539,8,29,6
43,27683,6,28,5
42,51175,8,6,3
64,113343,2,27,1
43,78176,9,15,3
52,36546,9,17,4
35,86780,6,7,7
40,84562,7,2,4
38,16399,2,26,7
43,46734,2,20,10
52,43403,8,1,5
48,110291,10,14,6
44,36480,3,7,6
63,47578,2,7,3
63,57118,10,8,4
65,19359,5,16,7
63,92135,3,18,5
59,66560,10,5,2
26,108605,1,30,9
61,62045,4,27,7
48,41684,6,27,3
58,72364,2,15,1
57,119847,10,15,2
55,37923,10,8,6
26,46016,1,2,1
64,25889,1,1,6
28,71072,7,30,2
51,20055,6,28,10
28,65273,8,19,2
43,66583,7,16,1
61,61375,6,14,10
39,17453,3,6,8
31,30017,2,20,2
63,109366,6,20,1
36,55660,7,13,8
47,25655,7,9,8
53,29128,8,2,5
44,59949,2,29,9
18,25453,2,29,2
54,62771,3,8,5
46,70710,4,2,5
26,119203,2,25,6
24,85794,4,2,4
46,41220,10,18,2
28,19694,9,10,1
28,94767,10,8,3
43,98608,8,12,7
39,36232,9,10,10
18,28888,1,25,3
43,69217,1,2,7
54,29247,5,29,4
30,55367,10,23,9
43,91704,1,21,9
62,18770,2,1,1
35,41009,9,8,5
32,118918,7,29,8
60,73374,5,25,9
59,94393,5,2,6
29,114544,10,24,8
65,93744,2,1,4
18,109851,7,26,6
59,104896,7,4,9
51,27159,2,23,7
21,30178,4,22,7
41,110847,4,25,3
38,106266,2,2,7
31,80000,1,27,1
55,39915,3,23,2
33,75689,7,20,7
19,94861,2,5,7
30,97267,7,21,2
45,62048,6,5,3
46,28255,2,9,1
28,113657,3,23,2
60,59553,5,29,10
29,65744,10,6,2
61,85535,3,21,5
63,39445,7,23,2
20,19275,5,12,2
54,103482,9,24,3
28,110911,7,1,10
47,92357,3,17,1
49,79234,10,18,9
26,15585,8,1,8
22,84361,6,26,10
38,47421,5,14,6
24,57504,9,1,9
59,115998,10,15,4
25,94749,4,8,8
55,74142,5,6,6
18,34222,7,3,8
21,36055,7,11,6
21,98996,1,28,3
32,107641,5,18,5
62,59131,1,1,5
51,114620,8,22,8
41,36638,2,11,9
54,20308,6,29,2
45,42007,7,23,5
31,46577,2,29,3
26,63374,7,8,1
21,89803,7,4,7
41,105805,9,23,8
18,32393,5,9,9
57,108340,3,3,10
62,109571,6,9,4
57,85781,9,14,2
34,16901,10,14,7
58,116390,4,26,9
26,38032,7,18,5
64,37984,1,28,9
65,113057,3,5,10
46,15810,4,19,4
53,92942,7,20,2
39,50666,8,16,4
29,30557,2,25,10
51,104305,6,22,2
22,39292,1,23,8
59,68545,3,19,1
57,69205,3,9,1
54,37959,6,29,7
42,86095,8,7,6
20,22755,8,19,4
43,112141,5,29,7
41,66450,1,28,8
24,16619,8,9,4
48,67460,9,7,1
56,84284,9,24,1
24,89413,9,25,9
58,38596,8,11,9
61,60344,8,17,5
65,88638,9,12,2
28,28637,10,14,3
57,69320,7,10,8
56,66505,8,29,7
49,89010,2,12,5
26,60700,6,10,8
39,41519,9,30,8
49,32286,10,22,3
56,61906,3,11,9
52,67928,2,28,10
37,34881,9,24,7
46,56166,5,11,6
33,58621,6,19,2
50,65625,6,12,1
46,68466,6,3,3
20,71716,3,6,1
35,102441,5,3,10
62,19905,4,1,8
24,21634,6,22,7
40,78208,8,7,3
61,98000,4,4,5
60,104943,2,7,6
36,75140,3,18,4
42,96716,10,21,5
47,24529,3,2,5
52,75107,8,21,6
